0:0:1.50	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.100	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.150	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.200	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.250	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.300	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.350	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.400	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.450	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.500	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.550	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.600	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.650	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.700	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.750	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.800	50.756	50.758	50.807	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.850	50.042	50.043	51.521	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.900	49.981	49.982	51.582	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:1.950	49.981	49.982	51.582	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.0	49.981	49.982	51.582	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.50	49.981	49.982	51.582	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.100	50.622	50.623	50.941	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.150	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.200	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.250	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.300	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.350	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.400	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.450	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.500	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.550	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.600	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.650	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.700	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.750	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.800	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.850	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.900	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:2.950	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.0	50.782	50.784	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.50	51.034	50.532	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.100	51.369	50.196	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.150	51.369	50.196	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.200	52.926	48.640	50.781	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.250	54.151	47.265	50.856	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.300	56.602	46.648	49.939	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.350	57.481	47.454	49.097	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.400	58.079	48.052	48.499	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.450	58.415	48.388	48.163	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.500	58.573	48.986	47.784	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.550	58.341	50.439	47.174	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.600	58.286	50.701	47.070	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.650	56.661	52.326	47.070	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.700	77.504	29.995	100.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.750	52.601	56.277	47.125	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.800	50.452	58.145	47.266	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.850	47.706	60.952	47.235	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.900	46.217	63.699	46.606	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:3.950	44.544	65.518	46.533	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
0:0:4.0	41.926	68.136	46.533	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	
